"""region"",""typ av kostnad"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"""
"2132 Nordanstig,""personalkostnader för biblioteksverksamheten"",1635,1509,1164,1190,943,968,1169,1169,1308,1333,1452,1417,1394"
"2132 Nordanstig,""lokalkostnader (inkl. hyra, städning)"",10,..,18,573,744,735,735,786,806,879,823,824,834"
"2132 Nordanstig,""övriga kostnader"",429,283,298,262,272,257,237,234,282,310,299,207,218"
"2132 Nordanstig,""investeringsutgifter"",..,..,0,..,78,72,77,67,16,137,61,..,168"
"2161 Ljusdal,""mediekostnader"",1456,1398,1446,1446,1076,1098,1013,1061,1013,1013,1106,1025,1070"
"2161 Ljusdal,""personalkostnader för biblioteksverksamheten"",5285,5380,5179,5386,5577,5700,3463,3567,6413,4231,4544,4647,4865"
"2161 Ljusdal,""lokalkostnader (inkl. hyra, städning)"",1208,1303,1350,1377,1124,1157,2366,2316,1613,1694,1665,1669,1669"
"2161 Ljusdal,""övriga kostnader"",1303,1141,890,890,1614,1418,941,0,1051,1363,992,991,1275"
"2161 Ljusdal,""investeringsutgifter"",..,..,0,..,0,..,300,0,140,200,..,..,185"
"2180 Gävle,""mediekostnader"",4526,4393,4951,4922,4681,5002,4788,5092,5032,5184,5369,4633,4381"
"2180 Gävle,""personalkostnader för biblioteksverksamheten"",13964,15398,16605,17421,18611,18403,18897,19168,19823,19855,20722,22180,23279"
"2180 Gävle,""lokalkostnader (inkl. hyra, städning)"",5329,6409,6521,6797,6658,6615,6748,6813,7093,7040,7376,7851,8228"
"2180 Gävle,""övriga kostnader"",5584,6389,5350,5618,5561,5543,5145,5145,4584,3383,4288,3765,3368"
"2180 Gävle,""investeringsutgifter"",1503,2102,780,754,949,1259,583,593,381,530,121,694,1696"
"2181 Sandviken,""mediekostnader"",2917,3360,3060,2549,1800,1835,2441,2142,1818,1879,1879,1790,1798"
"2181 Sandviken,""personalkostnader för biblioteksverksamheten"",7012,5530,8223,9523,7100,7665,9697,9669,10347,9897,10073,11008,10841"
"2181 Sandviken,""lokalkostnader (inkl. hyra, städning)"",3429,3949,3908,4262,3500,3430,4226,4913,4815,4907,5087,4650,4994"
"2181 Sandviken,""övriga kostnader"",2262,4083,2098,2314,4500,2435,1952,2885,2108,1372,1932,3753,1351"
"2181 Sandviken,""investeringsutgifter"",288,259,231,1107,500,110,850,70,301,1050,556,428,453"
"2182 Söderhamn,""mediekostnader"",1662,1694,1680,1800,1670,1700,1600,1657,1587,1468,1397,1354,1347"
"2182 Söderhamn,""personalkostnader för biblioteksverksamheten"",3898,4254,4459,4330,5019,4750,4776,4917,5640,5484,5180,5351,5647"
"2182 Söderhamn,""lokalkostnader (inkl. hyra, städning)"",4292,4310,4062,4400,3600,3754,3671,2991,3823,3568,3733,3215,3324"
"2182 Söderhamn,""övriga kostnader"",777,559,315,1300,1090,405,1243,1844,984,1903,1641,1803,1901"
"2182 Söderhamn,""investeringsutgifter"",..,..,0,0,0,..,0,0,..,3,19,109,100"
"2183 Bollnäs,""mediekostnader"",1005,921,757,1539,1216,1283,..,1082,1078,1142,1047,1136,982"
"2183 Bollnäs,""personalkostnader för biblioteksverksamheten"",3733,3901,3384,3098,2208,3343,..,4344,3970,4078,4119,4280,4091"
"2183 Bollnäs,""lokalkostnader (inkl. hyra, städning)"",2014,2094,1665,1659,1654,1747,..,1746,1508,1684,155,1560,1608"
"2183 Bollnäs,""övriga kostnader"",989,737,1201,1006,1386,515,..,788,1388,197,657,660,589"
"2183 Bollnäs,""investeringsutgifter"",242,..,0,0,0,300,..,700,..,221,0,..,.."
"2184 Hudiksvall,""mediekostnader"",1933,2119,2152,1918,1956,2013,2083,2700,2649,2633,2500,1489,.."
"2184 Hudiksvall,""personalkostnader för biblioteksverksamheten"",5897,5826,6122,6652,6290,6345,6644,7609,7568,7766,8237,6948,.."
"2184 Hudiksvall,""lokalkostnader (inkl. hyra, städning)"",4061,3094,2699,3038,2907,2818,2965,643,656,723,..,475,.."
"2184 Hudiksvall,""övriga kostnader"",533,548,713,561,796,1010,1010,336,629,1010,..,900,.."
"2184 Hudiksvall,""investeringsutgifter"",32,69,171,..,169,355,350,0,..,0,..,..,.."
"2260 Ånge,""mediekostnader"",585,585,585,620,620,557,771,584,584,464,695,701,701"
"2260 Ånge,""personalkostnader för biblioteksverksamheten"",1757,2069,2082,2341,2290,2540,2240,2591,2721,2499,2326,2811,2968"
"2260 Ånge,""lokalkostnader (inkl. hyra, städning)"",1846,1766,1982,1870,2028,1724,1728,1759,1783,1953,1877,1700,1766"
"2260 Ånge,""övriga kostnader"",1008,954,363,561,341,683,825,683,683,779,683,915,753"
"2260 Ånge,""investeringsutgifter"",295,370,100,107,0,..,..,..,..,0,100,100,.."
"2262 Timrå,""mediekostnader"",1018,1065,1146,832,782,886,975,825,800,925,914,800,798"
"2262 Timrå,""personalkostnader för biblioteksverksamheten"",2435,2628,2778,2630,2764,2587,2580,2636,2752,2560,2121,2266,2305"
"2262 Timrå,""lokalkostnader (inkl. hyra, städning)"",922,1043,1683,1715,1515,1493,1660,1644,1850,1955,494,1901,2023"
"2262 Timrå,""övriga kostnader"",846,579,229,309,469,297,400,361,813,250,2118,708,458"
"2262 Timrå,""investeringsutgifter"",160,..,0,0,0,0,0,0,350,0,..,..,.."
"2280 Härnösand,""mediekostnader"",1143,1147,1162,1180,1056,1094,1224,1106,1182,1303,1881,1324,1469"
"2280 Härnösand,""personalkostnader för biblioteksverksamheten"",5364,5418,5638,5588,5614,5894,6254,6640,7032,7267,6726,6704,6766"
"2280 Härnösand,""lokalkostnader (inkl. hyra, städning)"",5827,6118,6245,6329,5926,5966,6042,6095,5897,5563,6364,6432,5664"
"2280 Härnösand,""övriga kostnader"",2802,4276,4123,2868,3583,3531,3154,3167,9876,2926,2168,2285,3012"
"2280 Härnösand,""investeringsutgifter"",50,49,46,150,0,0,0,0,..,0,..,..,.."
"2281 Sundsvall,""mediekostnader"",3243,3419,2907,3803,2282,3719,3708,3830,4800,2243,3175,3213,3213"
"2281 Sundsvall,""personalkostnader för biblioteksverksamheten"",15923,16228,16789,17441,18435,18374,18414,18104,18683,21873,22942,12000,12000"
"2281 Sundsvall,""lokalkostnader (inkl. hyra, städning)"",6475,6516,6660,6885,7162,7189,7052,6895,6549,6801,6945,6487,6487"
"2281 Sundsvall,""övriga kostnader"",3861,3344,4075,2349,3040,6378,2651,2624,1643,431,..,..,.."
"2281 Sundsvall,""investeringsutgifter"",..,59,248,..,545,..,..,..,524,209,..,..,.."
"2282 Kramfors,""mediekostnader"",930,1047,599,924,881,868,918,947,1014,967,980,942,1106"
"2282 Kramfors,""personalkostnader för biblioteksverksamheten"",3743,3912,3851,4500,4214,4249,4900,4924,5034,5256,5249,4797,4368"
"2282 Kramfors,""lokalkostnader (inkl. hyra, städning)"",2408,2412,2494,2538,2472,2509,2518,2603,2700,3000,2955,2823,2816"
"2282 Kramfors,""övriga kostnader"",974,1026,996,988,1060,1148,1136,1303,1044,1564,1165,730,871"
"2282 Kramfors,""investeringsutgifter"",50,940,66,221,50,50,100,260,90,608,55,106,25"
"2283 Sollefteå,""mediekostnader"",1111,1235,1288,659,1079,1219,1198,1231,1115,1120,13,1010,926"
"2283 Sollefteå,""personalkostnader för biblioteksverksamheten"",4947,5122,5382,5780,5631,5045,5833,4910,5297,6516,4342,4469,4662"
"2283 Sollefteå,""lokalkostnader (inkl. hyra, städning)"",1955,1966,2176,2020,2026,1874,1885,1912,1953,2011,1815,1718,1815"
"2283 Sollefteå,""övriga kostnader"",942,1048,910,1102,1127,1675,1369,1279,1415,664,1277,1275,1159"
"2283 Sollefteå,""investeringsutgifter"",165,..,176,176,292,260,100,147,194,128,366,105,152"
"2284 Örnsköldsvik,""mediekostnader"",2194,2028,2177,2007,1472,1401,1644,1445,1363,2210,1962,1650,1700"
"2284 Örnsköldsvik,""personalkostnader för biblioteksverksamheten"",10168,7329,10868,10147,10273,9463,9229,8741,8447,8300,7700,7200,7133"
"2284 Örnsköldsvik,""lokalkostnader (inkl. hyra, städning)"",7972,7200,7381,7491,7612,7757,8068,7931,..,4550,..,..,4993"
"2284 Örnsköldsvik,""övriga kostnader"",6184,4700,2344,3012,2928,2669,2963,2336,1989,2450,2200,1800,2893"
"2284 Örnsköldsvik,""investeringsutgifter"",..,799,1027,1166,0,0,0,164,1661,0,400,200,.."
"2303 Ragunda,""mediekostnader"",261,274,306,237,264,143,297,290,298,322,309,312,314"
"2303 Ragunda,""personalkostnader för biblioteksverksamheten"",998,1510,1578,1734,1602,1647,1602,1611,1330,1204,1082,1137,1136"
"2303 Ragunda,""lokalkostnader (inkl. hyra, städning)"",270,246,251,302,342,135,295,117,124,146,148,145,145"
"2303 Ragunda,""övriga kostnader"",78,69,47,83,131,104,168,53,93,143,164,126,138"
"2303 Ragunda,""investeringsutgifter"",6,70,24,300,0,60,38,16,..,23,8,..,.."
"2305 Bräcke,""mediekostnader"",563,630,689,746,697,700,518,552,596,645,542,605,604"
"2305 Bräcke,""personalkostnader för biblioteksverksamheten"",1415,1355,1434,1918,1464,1600,1640,1746,1885,1763,1864,1782,2103"
"2305 Bräcke,""lokalkostnader (inkl. hyra, städning)"",1663,1534,1641,1509,1514,1500,1540,1469,1507,1552,1547,1549,1558"
"2305 Bräcke,""övriga kostnader"",79,88,93,74,201,140,151,377,486,297,515,576,435"
"2305 Bräcke,""investeringsutgifter"",..,..,0,..,0,0,0,80,70,46,23,..,.."
"2309 Krokom,""mediekostnader"",432,635,711,547,475,475,475,615,615,615,704,673,676"
"2309 Krokom,""personalkostnader för biblioteksverksamheten"",2442,2034,2196,2330,2410,3000,3000,3000,2543,2627,3016,3125,3111"
"2309 Krokom,""lokalkostnader (inkl. hyra, städning)"",866,842,842,0,900,0,0,0,..,0,700,..,.."
"2309 Krokom,""övriga kostnader"",318,362,323,356,222,222,222,345,246,414,422,140,545"
"2309 Krokom,""investeringsutgifter"",..,..,0,75,65,56,56,182,250,100,195,150,.."
"2313 Strömsund,""mediekostnader"",920,651,713,629,679,672,708,668,623,603,651,..,694"
"2313 Strömsund,""personalkostnader för biblioteksverksamheten"",2511,2648,3036,3087,2816,2056,2557,2810,2969,2822,2601,..,2624"
"2313 Strömsund,""lokalkostnader (inkl. hyra, städning)"",1117,1117,1117,1166,1117,1284,1291,1335,1450,1577,168,..,1583"
"2313 Strömsund,""övriga kostnader"",262,755,409,501,387,273,495,700,280,512,714,..,4879"
"2313 Strömsund,""investeringsutgifter"",..,..,0,..,4999,..,80,0,..,0,..,..,.."
"2321 Åre,""mediekostnader"",392,410,512,548,549,547,614,621,..,728,735,743,586"
"2321 Åre,""personalkostnader för biblioteksverksamheten"",2237,2304,2396,2074,3198,2378,2510,3313,..,2573,2716,2641,2944"
"2321 Åre,""lokalkostnader (inkl. hyra, städning)"",780,793,815,776,1075,1090,1118,1557,..,1920,2193,2069,1811"
"2321 Åre,""övriga kostnader"",574,732,790,559,72,4462,4519,1017,..,546,757,214,716"
"2321 Åre,""investeringsutgifter"",105,110,110,90,90,110,1040,64,..,80,30,30,.."
"2326 Berg,""mediekostnader"",592,746,282,394,337,483,514,553,522,650,385,385,400"
"2326 Berg,""personalkostnader för biblioteksverksamheten"",1664,1685,1793,1953,1491,1423,2164,2479,2995,2244,2002,1957,2041"
"2326 Berg,""lokalkostnader (inkl. hyra, städning)"",87,89,90,93,64,12,0,0,180,127,127,129,133"
"2326 Berg,""övriga kostnader"",308,157,326,215,902,191,265,246,260,69,202,198,254"
"2326 Berg,""investeringsutgifter"",49,106,..,40,40,22,18,184,200,198,..,..,.."
"2361 Härjedalen,""mediekostnader"",866,858,847,942,960,962,974,956,928,903,903,1032,1006"
"2361 Härjedalen,""personalkostnader för biblioteksverksamheten"",2758,3114,3242,3132,3149,3293,3549,3597,3777,4032,4032,4271,4052"
"2361 Härjedalen,""lokalkostnader (inkl. hyra, städning)"",818,826,838,851,864,864,873,868,871,881,881,..,633"
"2361 Härjedalen,""övriga kostnader"",182,74,97,163,143,141,153,123,125,144,144,1098,214"
"2361 Härjedalen,""investeringsutgifter"",..,..,0,18,18,36,0,0,..,0,..,..,.."
"2380 Östersund,""mediekostnader"",2791,2828,2901,2872,2980,3004,3084,3133,3151,3386,3396,3445,3568"
"2380 Östersund,""personalkostnader för biblioteksverksamheten"",10370,10006,10368,10954,11262,11628,12049,11905,13,12646,12408,12522,12667"
"2380 Östersund,""lokalkostnader (inkl. hyra, städning)"",2091,1949,1988,2091,2151,2365,2047,2069,2186,2312,2140,2163,2171"
"2380 Östersund,""övriga kostnader"",4534,3810,4363,4268,4555,4384,5194,5661,5,4217,5820,7198,6065"
"2380 Östersund,""investeringsutgifter"",661,663,298,174,706,146,2779,611,2,461,880,636,340"
"2401 Nordmaling,""mediekostnader"",348,368,352,388,290,519,388,377,377,377,331,366,388"
"2401 Nordmaling,""personalkostnader för biblioteksverksamheten"",926,985,1158,1089,1087,1165,1204,855,975,1453,1450,1524,1685"
"2401 Nordmaling,""lokalkostnader (inkl. hyra, städning)"",179,241,267,181,185,181,199,199,204,181,181,157,171"
"2401 Nordmaling,""övriga kostnader"",84,77,69,153,262,63,261,267,248,219,257,269,435"
"2401 Nordmaling,""investeringsutgifter"",20,35,30,44,7,0,0,..,27,120,140,165,81"
"2403 Bjurholm,""mediekostnader"",270,220,220,220,220,220,225,225,230,230,269,224,216"
"2403 Bjurholm,""personalkostnader för biblioteksverksamheten"",746,795,803,851,906,899,932,1188,997,1011,1347,985,1098"
"2403 Bjurholm,""lokalkostnader (inkl. hyra, städning)"",110,110,112,161,161,161,161,0,..,0,..,..,.."
"2403 Bjurholm,""övriga kostnader"",81,85,90,102,100,117,146,150,169,133,145,157,143"
"2403 Bjurholm,""investeringsutgifter"",10,15,15,15,15,15,15,15,15,15,15,15,15"
"2404 Vindeln,""mediekostnader"",306,299,275,226,325,305,325,306,325,308,256,330,300"
"2404 Vindeln,""personalkostnader för biblioteksverksamheten"",1182,913,1260,1364,1480,1508,1711,1944,1749,1708,1752,1703,1740"
"2404 Vindeln,""lokalkostnader (inkl. hyra, städning)"",..,..,0,0,0,0,0,0,..,0,..,..,.."
"2404 Vindeln,""övriga kostnader"",196,567,239,188,302,302,238,265,329,348,304,320,406"
"2404 Vindeln,""investeringsutgifter"",75,8000,49,..,0,0,0,0,..,0,..,130,30"
"2409 Robertsfors,""mediekostnader"",400,417,421,486,407,486,521,383,439,428,419,339,357"
"2409 Robertsfors,""personalkostnader för biblioteksverksamheten"",1279,1271,1526,1563,1567,1673,1607,1716,1587,1596,1692,1712,1705"
"2409 Robertsfors,""lokalkostnader (inkl. hyra, städning)"",225,41,229,225,231,233,236,237,240,253,243,246,243"
"2409 Robertsfors,""övriga kostnader"",159,630,192,266,239,243,249,248,317,323,290,292,379"
"2409 Robertsfors,""investeringsutgifter"",78,90,106,71,26,0,59,70,79,4,75,163,150"
"2417 Norsjö,""mediekostnader"",330,320,340,335,335,330,331,300,302,356,319,321,368"
"2417 Norsjö,""personalkostnader för biblioteksverksamheten"",1146,1123,1206,1319,1374,1409,1470,1559,1590,1412,1566,1611,1697"
"2417 Norsjö,""lokalkostnader (inkl. hyra, städning)"",481,466,440,437,437,444,467,462,482,470,468,479,491"
"2417 Norsjö,""övriga kostnader"",125,144,155,125,161,176,207,261,262,280,424,375,299"
"2417 Norsjö,""investeringsutgifter"",..,50,20,18,50,15,25,57,47,30,..,..,187"
"2418 Malå,""mediekostnader"",278,175,246,261,258,291,236,237,235,280,279,235,235"
"2418 Malå,""personalkostnader för biblioteksverksamheten"",605,655,642,666,715,731,745,768,792,843,823,1063,1063"
"2418 Malå,""lokalkostnader (inkl. hyra, städning)"",260,265,270,275,275,275,275,278,280,275,60,..,.."
"2418 Malå,""övriga kostnader"",107,114,56,76,73,106,102,100,100,128,8,10,.."
"2418 Malå,""investeringsutgifter"",..,..,38,70,0,0,0,0,..,0,..,50,.."
"2421 Storuman,""mediekostnader"",237,376,376,376,441,441,441,441,482,555,578,528,531"
"2421 Storuman,""personalkostnader för biblioteksverksamheten"",1211,1150,1189,1219,1275,1385,1416,1416,1469,1577,1617,1832,2188"
"2421 Storuman,""lokalkostnader (inkl. hyra, städning)"",..,..,0,0,72,72,81,81,166,191,94,30,43"
"2421 Storuman,""övriga kostnader"",65,91,90,89,99,125,164,167,111,0,..,..,.."
"2421 Storuman,""investeringsutgifter"",..,..,0,..,0,..,0,0,122,150,..,..,.."
"2422 Sorsele,""mediekostnader"",230,291,318,266,319,277,311,321,284,332,253,270,292"
"2422 Sorsele,""personalkostnader för biblioteksverksamheten"",895,821,1030,910,1144,691,1083,798,775,1281,1146,955,955"
"2422 Sorsele,""lokalkostnader (inkl. hyra, städning)"",15,109,157,157,152,118,163,181,206,185,203,176,205"
"2422 Sorsele,""övriga kostnader"",558,326,480,352,302,312,191,192,111,185,229,225,154"
"2422 Sorsele,""investeringsutgifter"",180,12,35,0,0,..,..,0,..,0,63,40,10"
"2425 Dorotea,""mediekostnader"",266,210,262,287,265,277,315,280,290,352,317,323,355"
"2425 Dorotea,""personalkostnader för biblioteksverksamheten"",939,847,1067,1311,1323,1230,1225,1258,1223,1189,1341,1387,1481"
"2425 Dorotea,""lokalkostnader (inkl. hyra, städning)"",..,..,0,..,1,0,0,0,..,0,..,..,.."
"2425 Dorotea,""övriga kostnader"",60,181,94,165,166,152,120,136,177,82,124,86,156"
"2425 Dorotea,""investeringsutgifter"",..,..,0,..,10,0,20,20,20,25,..,100,30"
"2460 Vännäs,""mediekostnader"",446,469,393,468,461,470,505,472,495,509,497,527,568"
"2460 Vännäs,""personalkostnader för biblioteksverksamheten"",1698,1713,1849,1903,1945,2139,2239,2186,2190,2384,2268,2341,3031"
"2460 Vännäs,""lokalkostnader (inkl. hyra, städning)"",723,738,724,756,740,628,629,633,650,756,732,638,753"
"2460 Vännäs,""övriga kostnader"",518,70,1021,321,294,236,347,226,368,382,503,255,592"
"2460 Vännäs,""investeringsutgifter"",40,100,28,0,0,120,0,120,..,0,..,..,127"
"2462 Vilhelmina,""mediekostnader"",582,545,684,634,476,651,764,656,691,795,774,670,765"
"2462 Vilhelmina,""personalkostnader för biblioteksverksamheten"",1445,1409,1695,1811,1671,2144,1961,2100,210,1956,1992,2024,2111"
"2462 Vilhelmina,""lokalkostnader (inkl. hyra, städning)"",569,569,631,673,680,680,687,692,715,746,760,694,823"
"2462 Vilhelmina,""övriga kostnader"",404,374,431,278,416,595,169,45,280,221,..,32,428"
"2462 Vilhelmina,""investeringsutgifter"",66,..,38,0,25,131,100,25,80,62,120,80,90"
"2463 Åsele,""mediekostnader"",386,317,370,366,326,282,275,280,280,283,290,284,293"
"2463 Åsele,""personalkostnader för biblioteksverksamheten"",905,884,899,969,982,1011,984,1130,1111,1148,1095,1119,1159"
"2463 Åsele,""lokalkostnader (inkl. hyra, städning)"",96,121,0,0,0,0,0,0,..,0,..,..,.."
"2463 Åsele,""övriga kostnader"",140,140,163,122,131,148,125,162,124,125,162,186,161"
"2463 Åsele,""investeringsutgifter"",..,..,0,..,0,0,0,0,..,42,..,..,.."
"2480 Umeå,""mediekostnader"",5735,5823,5917,5876,5831,6208,6253,6181,6415,6369,6316,6623,7054"
"2480 Umeå,""personalkostnader för biblioteksverksamheten"",23167,24001,23631,24633,25880,26707,29003,30804,30491,32456,33009,33150,34308"
"2480 Umeå,""lokalkostnader (inkl. hyra, städning)"",8687,9360,9464,10070,10734,10937,11122,11185,10984,11152,11496,12451,13451"
"2480 Umeå,""övriga kostnader"",5907,6822,6402,6984,7890,7791,8087,8820,10100,10533,12506,12731,13173"
"2480 Umeå,""investeringsutgifter"",1532,769,3234,1904,1463,1261,1542,2095,4450,6363,1035,1424,2026"
"2481 Lycksele,""mediekostnader"",681,705,652,679,606,625,549,468,652,700,826,903,610"
"2481 Lycksele,""personalkostnader för biblioteksverksamheten"",2737,2773,3082,3012,3025,3211,3098,2684,3448,3222,3523,2882,3290"
"2481 Lycksele,""lokalkostnader (inkl. hyra, städning)"",2611,2622,2631,2802,2802,2654,2630,2640,2657,2669,2660,2847,2665"
"2481 Lycksele,""övriga kostnader"",503,458,495,353,292,249,652,500,3843,398,345,442,756"
"2481 Lycksele,""investeringsutgifter"",..,160,87,0,0,0,100,200,51,163,114,62,163"
"2482 Skellefteå,""mediekostnader"",3091,3887,3274,3227,3774,3678,3666,3894,3820,3359,3857,3868,4106"
"2482 Skellefteå,""personalkostnader för biblioteksverksamheten"",13206,13053,13278,13267,14169,13599,13854,14368,16622,17201,16552,15935,16192"
"2482 Skellefteå,""lokalkostnader (inkl. hyra, städning)"",7171,7236,7461,7080,8416,7712,7628,7645,6681,6731,6799,6636,6547"
"2482 Skellefteå,""övriga kostnader"",3099,2288,1647,2897,1774,2587,2550,2207,2297,2428,403,232,902"
"2482 Skellefteå,""investeringsutgifter"",..,430,6,2827,0,635,119,0,549,71,140,81,119"
"2505 Arvidsjaur,""mediekostnader"",417,375,383,400,799,385,387,361,361,538,394,372,331"
"2505 Arvidsjaur,""personalkostnader för biblioteksverksamheten"",2010,2013,2247,2623,1888,2013,1988,2090,231,2417,2141,1873,1982"
"2505 Arvidsjaur,""lokalkostnader (inkl. hyra, städning)"",294,304,278,573,617,452,478,361,386,1663,1069,1085,1169"
"2505 Arvidsjaur,""övriga kostnader"",320,232,283,310,415,258,320,0,337,106,..,336,206"
"2505 Arvidsjaur,""investeringsutgifter"",..,600,0,114,0,20,80,20,102,0,..,..,.."
"2506 Arjeplog,""mediekostnader"",285,258,294,321,360,309,311,300,300,300,413,389,249"
"2506 Arjeplog,""personalkostnader för biblioteksverksamheten"",890,1176,1101,1136,790,1056,1306,1151,1151,900,848,669,668"
"2506 Arjeplog,""lokalkostnader (inkl. hyra, städning)"",..,..,0,0,0,0,0,0,..,0,..,..,.."
"2506 Arjeplog,""övriga kostnader"",199,174,192,130,436,144,535,185,214,199,29,37,109"
"2506 Arjeplog,""investeringsutgifter"",..,62,141,0,106,33,45,55,55,68,53,53,29"
"2510 Jokkmokk,""mediekostnader"",677,605,394,425,517,439,417,477,501,718,468,419,619"
"2510 Jokkmokk,""personalkostnader för biblioteksverksamheten"",1240,1022,1458,1689,1927,1702,1739,1662,1560,1251,1552,1678,1630"
"2510 Jokkmokk,""lokalkostnader (inkl. hyra, städning)"",347,347,347,795,795,808,790,802,767,841,854,892,912"
"2510 Jokkmokk,""övriga kostnader"",41,52,459,155,245,98,132,308,127,130,431,8,48"
"2510 Jokkmokk,""investeringsutgifter"",..,..,262,..,0,55,52,59,..,0,..,..,.."
"2513 Överkalix,""mediekostnader"",321,374,293,419,293,200,185,231,297,277,258,286,256"
"2513 Överkalix,""personalkostnader för biblioteksverksamheten"",629,799,652,688,776,863,680,680,857,898,959,950,985"
"2513 Överkalix,""lokalkostnader (inkl. hyra, städning)"",239,206,205,306,350,324,435,174,435,266,244,264,300"
"2513 Överkalix,""övriga kostnader"",199,325,140,6,147,35,300,16,..,155,215,..,.."
"2513 Överkalix,""investeringsutgifter"",114,20,15,13,15,0,0,..,50,21,75,10,250"
"2514 Kalix,""mediekostnader"",935,911,890,875,884,683,726,737,760,732,475,532,556"
"2514 Kalix,""personalkostnader för biblioteksverksamheten"",2066,2135,2256,2332,2185,1972,1989,2303,2210,2061,2072,2126,2092"
"2514 Kalix,""lokalkostnader (inkl. hyra, städning)"",911,905,1125,1147,1147,2321,2366,2338,2309,1046,1041,2117,2122"
"2514 Kalix,""övriga kostnader"",390,578,382,486,390,662,661,729,755,789,685,581,739"
"2514 Kalix,""investeringsutgifter"",200,65,20,400,0,80,100,46,180,0,160,225,110"
"2518 Övertorneå,""mediekostnader"",304,412,503,637,375,394,513,606,525,540,344,449,411"
"2518 Övertorneå,""personalkostnader för biblioteksverksamheten"",1125,1371,1190,1195,1276,1405,1350,1445,1329,1279,1772,1583,1716"
"2518 Övertorneå,""lokalkostnader (inkl. hyra, städning)"",639,725,749,772,771,648,671,692,774,666,668,666,594"
"2518 Övertorneå,""övriga kostnader"",443,52,292,354,73,120,66,131,390,98,391,285,304"
"2518 Övertorneå,""investeringsutgifter"",..,264,0,..,15,126,0,0,..,83,36,111,.."
"2521 Pajala,""mediekostnader"",375,324,350,350,370,380,380,380,395,395,395,395,395"
"2521 Pajala,""personalkostnader för biblioteksverksamheten"",1755,1866,1883,1952,1674,1907,1760,1917,1968,1932,1969,2049,1956"
"2521 Pajala,""lokalkostnader (inkl. hyra, städning)"",750,750,750,750,750,750,750,750,750,750,750,750,750"
"2521 Pajala,""övriga kostnader"",648,362,372,362,411,460,204,490,409,335,389,322,299"
"2521 Pajala,""investeringsutgifter"",..,663,160,0,65,0,85,0,..,0,..,25,115"
"2523 Gällivare,""mediekostnader"",514,725,675,1076,767,763,769,896,768,761,783,821,872"
"2523 Gällivare,""personalkostnader för biblioteksverksamheten"",4050,3858,3883,4165,4152,4032,4225,4054,4348,3833,3520,3485,3253"
"2523 Gällivare,""lokalkostnader (inkl. hyra, städning)"",978,973,977,1063,1111,1126,1160,1281,1581,1567,1510,1582,1631"
"2523 Gällivare,""övriga kostnader"",531,601,593,656,356,631,660,594,639,529,658,557,671"
"2523 Gällivare,""investeringsutgifter"",151,..,80,311,154,0,193,0,270,0,80,..,168"
"2560 Älvsbyn,""mediekostnader"",584,565,431,350,418,440,533,518,536,439,516,525,606"
"2560 Älvsbyn,""personalkostnader för biblioteksverksamheten"",1743,1689,1660,1838,1784,1792,1673,1886,2047,2043,2172,2383,2670"
"2560 Älvsbyn,""lokalkostnader (inkl. hyra, städning)"",1391,1409,1577,112,117,123,0,0,158,153,163,206,177"
"2560 Älvsbyn,""övriga kostnader"",186,414,438,432,378,423,493,407,298,361,216,114,129"
"2560 Älvsbyn,""investeringsutgifter"",269,240,68,125,50,0,0,100,..,0,..,..,.."
"2580 Luleå,""mediekostnader"",3293,2856,3103,2389,2953,2812,2880,3661,3567,3321,3695,3999,4317"
"2580 Luleå,""personalkostnader för biblioteksverksamheten"",12776,13719,14406,14967,16168,15850,16346,17026,16985,17343,17002,17499,18927"
"2580 Luleå,""lokalkostnader (inkl. hyra, städning)"",4732,4530,4574,4598,3909,4861,3042,10489,11020,10514,9892,8984,9583"
"2580 Luleå,""övriga kostnader"",3402,4926,2681,2216,4084,2875,3137,3903,3327,2495,2263,2712,2791"
"2580 Luleå,""investeringsutgifter"",676,400,157,218,230,250,250,2966,235,11,571,557,1190"
"2581 Piteå,""mediekostnader"",2066,2016,2219,2219,2242,2175,2412,2075,2083,2411,2456,2465,2612"
"2581 Piteå,""personalkostnader för biblioteksverksamheten"",6393,6489,7919,7919,7931,7956,8207,8287,8707,8914,9231,9409,9886"
"2581 Piteå,""lokalkostnader (inkl. hyra, städning)"",2318,2658,2923,2923,2807,2767,2658,2571,2818,3095,3448,3487,3639"
"2581 Piteå,""övriga kostnader"",951,884,239,239,890,1061,1226,333,952,1059,1126,1231,1044"
"2581 Piteå,""investeringsutgifter"",242,276,263,191,0,0,0,..,239,212,343,585,193"
"2582 Boden,""mediekostnader"",953,1000,1070,1019,1036,1072,1488,1165,1291,1300,1214,1360,1424"
"2582 Boden,""personalkostnader för biblioteksverksamheten"",3558,3572,3922,4144,4246,4246,4203,4761,4549,4560,4885,4616,4389"
"2582 Boden,""lokalkostnader (inkl. hyra, städning)"",1268,1251,1370,1436,1177,1183,1451,1451,1455,1511,1712,1311,1767"
"2582 Boden,""övriga kostnader"",1094,1221,971,750,1064,2030,1046,1440,1230,1459,..,1866,1740"
"2582 Boden,""investeringsutgifter"",153,..,0,250,0,0,0,0,..,2300,2834,..,3680"
"2583 Haparanda,""mediekostnader"",548,480,440,504,496,552,584,514,704,732,564,694,733"
